ANGER /// 	     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.	
ANGER /// 	@ickleoriental singtel has mad mms charges 	
ANGER /// 	@iesufreak that's my saying... And I can't say it without Katey getting mad at me.  not fair.	
ANGER /// 	@ifpetscouldtype I get angry and upset when I hear of animals being hurt! how can anyone do that? 	
ANGER /// 	@iimaBarbiie OMFG tay tay im not evenn ya friendd no moreeee  im dumm mad u seddd thatt on thiss fuckkinq shit u dumm lil stupid bitch lol	
ANGER /// 	@ijustine Oh, that cant be good! poor GPS... My GPS lady gets angry 	
ANGER /// 	--@illmaticP yall mad grimy for comin at his boo. &amp; yessss im mad hungry. i would do something strange for a chicken wang... 	
ANGER /// 	@ilovethemaine16 yeah I couldn't go.  I was so mad	
ANGER /// 	@iloveyoux3_ hello hun! do you know if Lisa still mad at mee? 	
ANGER /// 	@ImChrisRich so when are you bringing yourself down here to Texas? lol..i am so mad because the american idol tour isnt coming to houston 	
ANGER /// 	@imcudi stay home, be happy  it upsets me that your mad	
ANGER /// 	@immabella well first i was jokin. then i thight you were mad and then i was crying coz nthings going right so far. 	
ANGER /// 	@Impala_Guy DonÂ´t be angry  ThatÂ´s making me sad 	
ANGER /// 	@intelligensia I'm determined to stay angry though. Flattery and all 	
ANGER /// 	@InternationalH &quot;wanna sex u up&quot; too! DJ obviously goin IN! I'm mad I dnt have a way 2 lock in 	
ANGER /// 	@Inusaki Still mad at you cause you aren't coming out for EDC.  j00 sux.	
ANGER /// 	@ionlywearblack your just mad cause your not getting one! haha jk it's my diets guilty pleasure 	
ANGER /// 	@isajourney lol  I got 53% gay, which is about right, but the blatant leading questions and overall tone made me angry.	
ANGER /// 	@Isle_Esme12 are u bnned 2??? im so mad becuz of wat their doing on the forums! 	
ANGER /// 	@iterviator  are you still mad at me?	
ANGER /// 	@ItGirlSerena *crying* no im not mad at you, im mad at nate 	
ANGER /// 	@ItGirlSerena Are you mad at me? 	
ANGER /// 	@ItsCookie Oooo I completely forgot!  I remembered that today &amp; I was runnin like mad then forgot again LOL! I'm going 2 but me tired now 	
ANGER /// 	@itsstetch don't be mad 	
ANGER /// 	@ItsTheRocketeer yeah, it will. Too bad I'm mad broke. 	
ANGER /// 	@itsTyrab I'm mad u not following me 	
ANGER /// 	@itz_cookie Im mad at that too. Why arent u happy outside of Twitter mami? It aint because of ol boi, is it? 	
ANGER /// 	@jaayyJay stop being mad at me bro 	
ANGER /// 	@jamescigler I think I made him angry 	
ANGER /// 	@janadc I was thinking the same thing, good thing twitters hear or i might have gone mad 	
ANGER /// 	@janaFOD Yes, I'm so sorry. I emailed you back. I sound very frustrated in my email. Just mad because it happened to you  That's not right	
ANGER /// 	@JaneishaMissVI stuff to do as soon as i reach there...so i mad like fuck!!!  @YairaBermudez cummin up in aug..so u need to visit so we co	
ANGER /// 	@Jayce_Kay A new battery costs 200+ Singapore Dollars. My computer is just over 1.5 years old. That's why I'm angry 	
ANGER /// 	@JayFreshKicks So Mad @ u I just lft today 4 the A 	
ANGER /// 	@JaymiieFOB Naww, i would be angry too!  	
ANGER /// 	@jaymilski man i think thinas mad at me 	
ANGER /// 	@jbrickman you seem angry lately  *hugs*	
ANGER /// 	@jeayese ANGRY AMY  NO LIKEY  HOWS U?	
ANGER /// 	@jeffpovey_poker I was a bit drunk and got really angry when I went out with AA. We didn't exactly do Europe proud, 9th and 10th 	
ANGER /// 	@jen004 Sorry you got an angry comment on your blog. 	
ANGER /// 	@jennafletch like she makes me so angry i cant this is awful  i just wish my diary room was all ready so i could go and vent 	
ANGER /// 	@jenniejennie I know right? I'm not mad at Punk tho. Good swerve; bad timing lol. I'm still pissed about another specific match. 	
ANGER /// 	@Jennpin88 coz i get angry very easily. how ar dar? haiz 	
ANGER /// 	@jenRIZZY awww man. Love them! Jusss still mad @ us for the fall? 	
ANGER /// 	@JerseyJoeyGirl got no video..Earl was on the case!   got some good stills..upoading now. Got mad love from @youngq at the bus and...	
ANGER /// 	@Jess1210 It is pathetic but I get angry too lol, like today on the radio 3oh!3 came on, however all the swear words bleeped out 	
ANGER /// 	@jewilliams83 I'm mad cuz I wanted to have my BBQ,  oh well.........	
ANGER /// 	@jflux the album is very different but good. I'm just SO angry that they didn't play one, fast first album song 	
ANGER /// 	@jherk i saw it like last wend. I mad cuz i gotta wait till thursday to see it. 	
ANGER /// 	@jima6636 you mad at me ? 	
ANGER /// 	@jimjonescapo You were in my hometown and I couldn't make it,   Hope the crowd showed mad love...	
ANGER /// 	@jimmycarr Ohhhhh crap!!  I forgot you were up here!  Wish I'd got a ticket   Hope you have a good gig.  We're not all mad in North Wales!	
ANGER /// 	@JLSOfficial aww im so guttered dat im not dere i feel like cryin  ave fun thou x love youu boys your bein played like mad on starz x x x	
ANGER /// 	@JLSOfficial aww lool im still tryin to win tickets  x if i dont win dem  x  love you guys like mad too x	
ANGER /// 	@jmlumpkin she looks angry in that photo, oh and the link to the video is dead 	
ANGER /// 	@JoeDemiJemi im MAD at You. im on ep. 112 and im already Cryingg  .. Lol	
ANGER /// 	@JoeFreshgoods @VitaMorte Im mad the weather is messed up. i wanted 2 stop by LDRS 	
ANGER /// 	@JoeMacsCoDriver Hey there Hows you? nearly fell asleep at work today am so tired  missin NK like mad 	
ANGER /// 	@joewhitmarsh I'm angry I'm going to be in Kentucky! Don't have too much fun without me 	
ANGER /// 	@jojo_jtv are you mad at me still? 	
ANGER /// 	@Jonasbrothers I went to Wal-Mart to buy ur new cd and THEY DIDN'T HAVE IT!!!! I was so mad I almost cried. It ruined my day completely 	
ANGER /// 	@Jonasbrothers I would have LOVED to get a copy on the 16th but noooo you make us wait! I'm going to be angry UNTIL friday  LOve you guys	
ANGER /// 	@Jonasbrothers im so mad i didnt get to see u guys in central park!! i didnt know u had to have tickets!! 	
ANGER /// 	@jonasbrothers im soo mad at you. you should of covered bonkers  &lt;3	
ANGER /// 	@jonconnelly you're mad aren't you 	
ANGER /// 	@JonnySlim I'm mad u cooked &amp; didn't send me any  lol	
ANGER /// 	@jordanknight please dont let stupid angry freaks ruin it for those of us that love you 	
ANGER /// 	@jordantowerJTF I thought u were mad at me 	
ANGER /// 	@Jorravanny you know we doo it beettaah pft  Fawk that douchee and his ghey video skillzz.. Mad gayyyy...	
ANGER /// 	@josaay http://twitpic.com/67pf5 - lol so funny and im not angry 	
ANGER /// 	@josiecat85 @mileycyrus doesn't like u either. What did we do to make her angry  	
ANGER /// 	@jtimberlake make an angry face! cuz im mad! 	
ANGER /// 	@jtstigger yummmmmyyyyyyy. i havent been to been to ihop in mad long 	
ANGER /// 	@juliaferraioli yeah but she gets mad when i wear my sweat pants in the pool 	
ANGER /// 	@JuneAtDell insights how to deal w. this? Dell said they'd phone to extend warranty &amp; never did. Now 1 week late and can't. Angry 	
ANGER /// 	@JustConnie I'm sure many have the best intentions at heart; I'm frustrated by those who choose to condemn or fear monger. 	
ANGER /// 	@karenhizon why are you angry 	
ANGER /// 	@KarensLostNotes Jacob gave me a headache...LOL  Im so frustrated by how #LOST ended....I guess poor Sawyer will miss Juliet more than I 	
ANGER /// 	@katamacy i'm negative again and my sister is mad at me because i didn't give my cats away 	
ANGER /// 	@kathryn143 aww  I didn't mean to make you mad I'm so sorry!	
ANGER /// 	@KatWinsYouLose yes, he's the turd burglar, i never knew how it went down. i can't be mad if he shits himself cause a bad dream 	
ANGER /// 	@kayden_kross The voicemail warning never seems to work, does it...people still get mad at me too when I don't return thier calls 	
ANGER /// 	@kbayybayy we are hanging out asap! I miss you!!!! My phone was dead all day and night....saw ur angry twits   I'll Kung fu anyone for ya	
ANGER /// 	@KeishaNicole so im mad cause the boys are in town and i didn't know 	
ANGER /// 	@keithjoforever why are you so angry keith...  whats up...	
ANGER /// 	@Kellynico -Response to owww wisdom teeth   Best get the little guys out before they get angry. The oral surgeon gives IV margaritas!!!	
ANGER /// 	@KevinHart4real too mad I missed u  Hope Chicago showed u a good time!	
ANGER /// 	@kimmy2006 I know, its exciting! The next week is going to be mad. Sad to think that in 7 days is last date til summer  too fast!	
ANGER /// 	@KingTee1 no  I didn't lol..I'm asking..I haven't eaten real food in mad long..darn dentist smh	
ANGER /// 	@kirstiealley After many attempts, I can't figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry 	
ANGER /// 	@kirstiealley Are you mad at me for being out of the pocket after midnight? 	
ANGER /// 	@KISSMEBITCHES  Okieee. Im mad sleepy. Im about to go to bed or at least take a nap.	
ANGER /// 	@kjbmusic sorry mad late...lol...my day was alright...meeting all day... 	
ANGER /// 	@KLEANTHEDREAM hey k. i missed it and I am mad about that. i wish i could have seen you and @dawnrichard. 	
ANGER /// 	@kodychamberlain Yeah   The game I was SUPPOSED to watch tonight didn't end up on ESPN cuz of the previous games overtime. I was mad.	
ANGER /// 	@Konstpaus haha no, unfortunately not  still there's lots of greenery, and THREE barbecues (my parents are mad LOL) XD	
ANGER /// 	@KryssyNicole i feel so bad for him  its making me so angry	
ANGER /// 	@ktabez125 lol its goin, I'm beyond frustrated with being home  I need to find a job asap just so I can get out of here!	
ANGER /// 	@kthnxbi Why angry and sad? 	
ANGER /// 	@kyuhyunnie But I'm very mad that at the end, when u guys were talking to the MC, she stood right in front of u  I couldn't see ur face &gt;&lt;	
ANGER /// 	@ladyofsalzburg and you're lucky, I've only had sad and frustrated Filo 	
ANGER /// 	@LakerGirl77 Ok Ok, so I may be hating on The Lakers just a tad bit, but u know I've been mad bummed eversince da Cavs got da boot 	
ANGER /// 	@LAliciaKeyz no one did! Lyfe doesn't even kno! Lol shuuuush! Be back tomorrow! But I'm mad I missed it tooo! 	
ANGER /// 	@LaMaBean oh ok.. yea they were at the club.. that shit was od crazy, mad niggas... my feet hurt  lol	
ANGER /// 	@LaszloatDell insights how to deal w. this? Dell said they'd phone to extend warranty &amp; never did. Now 1 week late and can't.  Angry 	
ANGER /// 	@lauraashleyyy for realll it will! Ohh and I took something to nana today and I think she's kinda mad I'm not gonna be there to help 	
ANGER /// 	@LauraDunne yeh bu i need my mams credit card n she's runnin around like a mad cunt in work these days so prob wont hav time t send it ha 	
ANGER /// 	@LaurenConrad LC! we went to borders today and your book was sold out! so mad bc i cant wait to read it! have to wait a whole week for it 	
ANGER /// 	@LaydeeCharmsz You would cry   what's plan for today? and tell Miss Jae Jae i'm mad at her	
ANGER /// 	@lazarre10174 Demi isn't coming here.  Miley &amp; JB are. I'm only able to see JB. I'm just mad because they won't be here at the same time!	
ANGER /// 	@lbkikbak I KNOW!!! lmao!! i was mad dissapointed 	
ANGER /// 	@ledz im still mad they cancelled reaper! i loved that show 	
ANGER /// 	@Leelahz Me too!  The guy from P.O.D they showcased for gave them a B for songs, but an A+ for everything else!!!!! I was mad about the B 	
ANGER /// 	@Legwandsonlyfan Don't worry about the Canes......I gave them a very angry DM after they got their ass kicked by the Bruins.   ( ;) )	
ANGER /// 	@lehndal I made some really DUMB errors in iCMA44 which I am still angry about.Will be awhile before I forgive myself or forget that one 	
ANGER /// 	@LeMinxxx you look angry in your picture now...  LOL	
ANGER /// 	@letoyaluckett wat were u doing out here in the bay area? Im mad i missed you  and will u back july 11 with j valentine and tank?	
ANGER /// 	@lewisthebass Its all free, although I lock all my customers in a  cupboard with a  bubble machine which goes mad 	
ANGER /// 	@LexiJ25 mad cuz im missin tha game  (just a little tho lol)	
ANGER /// 	@lidles nopeomg i was ment2 go 2 that production thing 2night but mum was like no im to tired and its to wet  now steph and loz are angry	
ANGER /// 	@liiveguddiebadd im ok.. i been mad busy the past week and a half.. but im bac! lol n i was serious about that :-p cant be slackin 	
ANGER /// 	@LilCease i know love so far so good..but its mad cloudy so i dont know lol...if it does rain just think of me making a sad face lo 	
ANGER /// 	@lilcreolesd uh-uh, I'm straight on that, iThink its insect repellent resistant &amp;&amp; its mad enuff as it is, might eat me 	
ANGER /// 	@lindentreephoto hi you two - I'm in editing mad woman in hiding   sorry - been away from the computer	
ANGER /// 	@lisabarrass Aargh - that's my old stomping ground. Does wherever live somehow lead to mad traffic?? 	
ANGER /// 	@LisaHopeCyrus yes he was such a jerk and so mean! I really thought we were friends!  goshh im so mad at him	
ANGER /// 	@LisaTheDiva smh at it getting leaked you know he gonna be mad  i feel bad	
ANGER /// 	@LissaMarsWorld uh oh!  I'm scared! Lol... She needs to wake her butt up!!! I'm getting angry	
ANGER /// 	@littlehallie fuck you're mad  the reason i wanted to talk to you so bad was to make sure you wouldnt be disappointed (	
ANGER /// 	@livelovelie apparently my parents planned a freaking trip that day &gt;:\ I am so annoyed and sad and angry  &gt; &gt;:\ our plans are ruined 	
ANGER /// 	@LiverpoolFan74 I had to put a lot of makeup on so a lot of mad scrubbing 	
ANGER /// 	@lolaalterego how was prayer? im so mad I missed the 1st one 	
ANGER /// 	@Lollobee the usual I'm afraid...I took offense at something Russell said...more mad at myself than him 	
ANGER /// 	@lorrwhorr i knooow im so mad all that BS popped off n u had to leave  .. we will SOON	
ANGER /// 	@Love_ForeverYou uhhh wow who u mad at?? is it me??? 	
ANGER /// 	@LoveKeturah im ok. kinda mad i aint goin to hot 97 summerjam 2day 	
ANGER /// 	@loverocka fine (I'm mad your already hollywood on us) where's the LoveRocka from 13minutes ago? pre his own show 	
ANGER /// 	@LuciaDssapeared ohmy, where have you been ?  i miss you !  kinda angry rite now.wbu? wow.packing? why?	
ANGER /// 	@lukerichards88 this news sadens me  MY DNA IS ON THERE! and what can i ruin when i get mad 	
